followers,following,posts,bio_length,profile_pic,is_private,fake
7684,2765,364,47,0,0,0
9168,2817,224,46,1,0,0
1207,716,483,183,0,1,0
1960,4040,193,104,0,0,0
557,1711,195,112,0,1,0
882,1225,399,7,0,0,0
4761,8,259,17,0,0,0
5867,597,56,107,0,1,0
6963,4118,456,83,0,1,0
7166,1608,112,150,1,0,0
7929,3031,212,196,0,0,0
5347,3667,278,64,0,1,0
7269,2246,243,108,1,1,0
9802,3626,379,45,1,1,0
8125,4071,116,65,0,1,0
2454,2822,385,79,1,1,0
4494,91,450,196,0,0,0
1946,850,86,149,1,1,0
2808,1107,409,192,0,0,0
6642,299,380,139,1,1,0
3825,2343,366,146,0,1,0
3536,1477,262,149,1,0,0
6068,1082,483,182,0,0,0
3802,2956,299,105,1,1,0
4699,2918,416,125,1,1,0
1970,1365,112,189,1,1,0
5806,2800,447,178,1,0,0
6142,3536,163,175,1,0,0
2819,3951,3,144,0,1,0
9094,2109,117,12,0,0,0
364,775,22,27,0,1,0
4258,1452,408,122,1,0,0
3119,1681,232,66,1,1,0
1863,2303,89,4,1,1,0
115,1851,475,99,0,1,0
7084,1897,254,187,0,0,0
8016,3418,91,142,0,1,0
2384,3597,468,80,1,1,0
3935,1327,457,43,1,0,0
7742,614,154,118,1,0,0
5442,244,306,45,0,1,0
2490,756,114,156,1,1,0
6980,823,206,67,1,1,0
9134,2827,80,127,1,1,0
7661,3807,102,48,0,0,0
1724,2779,482,170,0,1,0
8182,1846,452,101,0,0,0
2767,1240,79,195,1,1,0
1137,4611,406,76,1,1,0
4117,473,102,19,0,1,0
3420,4131,239,110,1,0,0
5845,3249,264,145,1,0,0
4778,1792,32,191,1,0,0
3906,1734,34,176,0,1,0
3637,4925,248,114,0,0,0
2953,3942,487,169,0,1,0
5929,944,49,11,1,1,0
276,1511,279,78,0,1,0
1999,4081,471,118,0,1,0
1227,4526,241,35,0,1,0
6337,858,151,7,0,1,0
3735,3560,146,27,0,1,0
695,229,38,115,1,1,0
9501,2417,188,85,1,0,0
4152,177,24,187,1,1,0
7901,3928,243,48,1,0,0
7470,2615,222,165,1,1,0
7537,1613,229,79,1,1,0
2841,2840,152,185,0,1,0
4208,2947,410,4,1,1,0
8733,1774,287,45,1,0,0
1088,3871,394,97,1,0,0
3363,81,452,101,1,0,0
24,845,107,1,1,0,0
9764,2809,32,24,1,0,0
6144,1216,402,0,1,0,0
5668,4713,362,196,1,1,0
4236,3260,110,167,0,1,0
9959,3145,120,67,1,0,0
8068,2263,15,68,1,0,0
2235,2337,226,196,1,0,0
7295,444,10,15,1,1,0
8392,922,202,181,1,1,0
8448,4288,201,190,0,1,0
3747,4384,97,17,0,1,0
3175,2630,115,106,0,1,0
4897,1167,452,16,0,0,0
5037,3963,470,124,0,1,0
7427,3441,438,81,1,0,0
8605,3512,280,3,0,1,0
2014,895,348,114,0,0,0
1381,3722,231,94,0,1,0
1098,2060,460,94,0,1,0
3426,3034,110,136,1,1,0
3655,2387,351,30,1,1,0
7938,1897,417,132,0,1,0
9101,1799,11,15,1,0,0
187,4407,471,41,1,1,0
5409,2780,487,168,1,1,0
2092,1127,20,29,1,1,0
2130,338,126,25,0,1,0
5242,4454,284,176,1,1,0
8549,1172,434,30,1,1,0
5647,2808,120,49,0,1,0
5185,4863,123,142,0,1,0
5776,3029,406,51,1,1,0
7913,2089,32,165,0,0,0
7547,4297,391,37,0,0,0
7823,3017,169,187,0,1,0
7355,4559,76,19,0,1,0
6465,448,452,98,1,1,0
1497,4893,296,43,0,1,0
2555,793,329,110,1,1,0
5409,436,62,88,0,0,0
2951,4626,269,62,1,1,0
1238,4660,215,117,0,0,0
9165,1620,189,177,0,1,0
4727,3501,74,149,0,1,0
3965,2919,173,71,1,1,0
5686,4308,66,53,1,1,0
9242,948,92,136,0,0,0
3701,3944,52,142,0,0,0
2780,1127,495,47,0,0,0
7398,191,435,147,1,0,0
1588,4012,93,162,1,0,0
2368,3760,112,100,1,1,0
5789,3730,228,194,1,1,0
436,1403,249,59,0,0,0
2828,1990,390,97,1,1,0
1556,1104,208,161,1,1,0
7570,4800,467,99,0,1,0
7480,548,181,98,0,0,0
9496,3448,266,72,1,0,0
182,1861,491,118,1,0,0
7190,4249,280,181,0,0,0
6687,570,442,127,1,1,0
5565,1784,471,139,0,1,0
7241,2287,449,87,1,1,0
7651,2421,154,104,1,1,0
5575,3972,82,18,1,1,0
1589,804,185,79,0,1,0
9779,798,348,25,1,0,0
8851,3275,484,150,0,1,0
159,610,138,120,0,1,0
6555,1806,54,32,1,1,0
9203,4238,18,105,1,1,0
8244,3260,347,184,1,1,0
6846,4367,422,29,0,0,0
2307,3371,468,150,1,1,0
1228,2473,345,125,0,1,0
7226,2093,469,35,0,0,0
5590,2142,453,124,1,0,0
6919,4001,266,123,1,1,0
5585,3080,141,170,1,1,0
9227,4554,315,193,1,0,0
6046,1432,163,180,0,1,0
4945,2517,251,117,1,0,0
7927,2857,231,122,0,0,0
7016,505,296,187,1,0,0
7758,1096,385,36,0,1,0
5086,4179,440,60,0,0,0
9456,4154,362,95,0,0,0
7161,1044,59,119,0,1,0
1884,2204,403,180,1,0,0
1809,3902,21,11,1,0,0
3167,1352,383,121,1,1,0
6352,1596,125,34,1,1,0
9009,575,102,66,0,1,0
6056,679,387,37,1,1,0
2437,4298,439,23,0,1,0
6468,3712,220,80,0,1,0
9080,3828,109,167,0,1,0
5951,1129,57,192,0,1,0
5276,3904,471,184,0,1,0
8859,3193,64,71,0,1,0
7818,317,471,78,0,1,0
4728,3696,57,113,0,1,0
2624,4501,157,44,0,1,0
5738,2996,75,199,0,1,0
4232,3594,18,124,0,0,0
5793,3209,383,95,1,1,0
4523,2542,484,12,0,1,0
5571,678,189,109,1,0,0
9010,1889,249,5,0,0,0
9298,1643,359,96,0,0,0
2224,834,362,70,0,1,0
8389,2241,373,46,0,0,0
6091,2355,451,92,0,1,0
8662,1668,78,100,1,1,0
6361,2553,83,43,1,0,0
1948,280,171,31,0,0,0
7094,2762,211,2,0,0,0
6318,4703,373,181,0,1,0
3796,4578,444,83,1,0,0
234,1246,148,165,1,0,0
9120,1772,9,3,0,0,0
3607,2164,29,144,0,0,0
8043,191,279,164,0,0,0
522,2835,431,87,1,0,0
5904,2665,54,105,0,0,0
4888,2563,359,104,0,0,0
9821,306,126,35,0,1,0
5832,531,179,57,1,0,0
7122,4217,231,168,0,1,0
5842,2696,380,7,0,0,0
1316,4687,421,194,0,1,0
1124,58,450,157,1,1,0
5621,1573,92,85,1,1,0
5423,1140,7,179,0,0,0
2587,1810,412,96,1,1,0
9215,3198,246,152,0,1,0
5672,3476,393,179,1,0,0
1378,4494,452,58,0,0,0
3374,2562,330,29,0,1,0
1519,2852,195,100,0,0,0
5777,941,432,66,1,0,0
7935,4623,441,131,1,0,0
6093,1774,162,92,1,1,0
8418,1421,433,184,0,1,0
5355,435,39,62,1,0,0
4968,839,253,31,0,1,0
9083,4001,395,86,1,0,0
5574,4455,84,50,0,0,0
4072,4959,271,62,0,0,0
2257,2681,77,79,0,0,0
8588,1650,212,86,0,0,0
4424,1245,303,109,1,1,0
3237,2261,254,100,0,0,0
3893,915,90,128,1,1,0
2005,2639,483,18,0,0,0
2016,3889,384,100,0,0,0
9388,4481,192,162,0,1,0
1772,1326,252,190,1,1,0
8353,3358,277,93,0,1,0
3976,1585,142,80,0,1,0
1751,3368,243,102,0,0,0
8967,388,211,112,0,0,0
7430,2791,194,153,1,1,0
7170,3332,269,12,0,1,0
6469,703,328,117,0,1,0
9131,2820,18,85,0,1,0
3220,4959,39,22,1,1,0
539,1059,97,106,1,1,0
1461,4174,3,162,0,1,0
5184,1298,32,11,1,1,0
8547,1301,298,136,0,0,0
234,673,164,77,1,0,0
1548,2359,449,66,0,1,0
7480,4299,26,107,0,0,0
4213,4112,172,43,1,1,0
1673,4571,336,188,0,0,0
6708,3582,112,148,0,1,0
7982,1016,433,6,1,0,0
2100,209,372,127,0,1,0
3748,498,379,96,0,0,0
3173,428,94,10,0,0,0
1815,3639,318,172,1,1,0
3841,3151,232,159,1,0,0
8016,2105,133,105,0,0,0
7011,1553,123,82,1,0,0
4493,3206,371,35,0,0,0
674,2569,350,117,1,1,0
8088,2628,322,164,1,1,0
8578,1876,487,40,1,1,0
2158,4994,450,91,0,0,0
2661,1067,352,48,1,1,0
2064,1506,115,142,0,0,0
3253,3013,442,140,0,0,0
4979,1667,12,52,1,0,0
7703,4588,404,106,0,1,0
8931,4700,319,32,1,1,0
1401,4066,164,199,0,0,0
3259,947,207,118,0,0,0
3923,4389,84,31,0,1,0
4214,1171,247,117,1,0,0
3227,171,431,175,0,0,0
2745,4626,55,195,1,1,0
6091,1143,171,184,0,1,0
3866,1859,140,61,0,0,0
5818,2188,131,81,0,1,0
2222,2493,478,129,0,0,0
2792,3577,200,76,1,0,0
9889,188,367,15,0,1,0
4063,4076,288,122,0,0,0
1524,157,420,7,0,1,0
8224,2717,308,146,0,1,0
6198,1970,356,159,1,1,0
4025,245,407,66,0,0,0
2566,2903,344,114,1,1,0
2803,2795,178,112,0,0,0
3709,3824,424,31,1,0,0
6155,2377,28,104,1,1,0
719,849,442,24,0,0,0
6516,1810,423,52,1,1,0
4579,3986,306,80,0,1,0
972,2126,305,24,0,1,0
3718,4264,366,32,1,0,0
7395,3030,35,30,0,1,0
4402,2307,462,35,0,1,0
4552,3076,108,86,1,1,0
2207,2344,315,122,0,0,0
4426,619,145,176,0,0,0
6919,2902,275,43,1,1,0
8835,2407,388,47,1,1,0
8386,4452,145,157,0,1,0
8680,3004,379,12,0,0,0
2204,3914,167,170,1,0,0
5345,2486,256,143,0,0,0
3276,3402,274,90,1,1,0
1102,3596,86,153,0,0,0
5243,1677,153,174,1,1,0
6614,4039,496,164,0,0,0
9433,1304,284,130,0,1,0
8707,4093,314,153,1,0,0
5223,1963,318,142,0,0,0
8584,3307,97,65,1,0,0
630,1361,210,27,1,0,0
9171,4294,445,124,1,1,0
6683,1787,47,165,0,1,0
277,1073,317,171,0,1,0
232,1165,273,180,1,0,0
9744,3599,193,79,1,1,0
5690,2717,251,131,1,0,0
7659,3153,282,71,0,0,0
25,4126,261,43,1,0,1
7468,3055,486,118,1,1,0
6410,659,453,45,0,0,0
8652,4642,442,83,1,0,0
3764,2582,261,25,0,0,0
6599,1129,30,95,1,0,0
5102,2274,104,12,1,1,0
7006,4466,487,124,1,1,0
3483,1468,349,68,0,1,0
1994,2102,311,171,0,1,0
8682,3266,437,180,0,1,0
1072,2471,468,50,1,0,0
6707,1151,168,12,1,1,0
215,92,235,168,1,1,0
7605,2566,273,138,1,1,0
9915,1281,342,164,0,1,0
9784,2900,229,59,1,1,0
2606,2799,22,31,1,0,0
8350,3177,475,172,0,1,0
4781,4511,163,17,1,0,0
3313,2604,280,92,0,1,0
9968,3881,6,147,1,0,0
7763,2413,209,43,0,0,0
5939,1544,252,163,1,1,0
2295,3530,403,196,0,1,0
5685,2646,132,36,0,1,0
1696,4784,273,160,1,0,0
1946,2058,105,126,1,0,0
2783,4514,231,18,0,1,0
3644,1145,32,178,0,0,0
5241,910,78,31,1,1,0
6420,3306,34,105,0,0,0
7557,1566,494,21,1,1,0
2645,2395,109,121,1,0,0
6589,3005,320,128,1,1,0
6353,4507,62,53,1,0,0
1932,4248,468,147,1,0,0
1757,91,327,57,1,1,0
5085,3992,454,162,0,0,0
5637,330,296,69,1,0,0
1116,954,177,197,0,1,0
492,3780,383,188,1,1,0
8811,2601,363,62,1,1,0
7888,2977,231,188,1,0,0
6474,4289,103,184,0,0,0
9738,529,413,2,1,1,0
4958,2892,293,98,1,0,0
9797,1266,34,44,1,0,0
9467,1473,193,142,1,0,0
2743,4734,173,16,0,1,0
7866,1597,391,142,0,1,0
7160,2525,101,4,1,1,0
5451,4793,323,173,1,1,0
5258,3761,292,10,0,0,0
8548,2742,84,191,1,1,0
7186,4635,396,91,0,1,0
6102,4425,200,141,0,0,0
9061,469,172,38,0,1,0
9077,3830,28,194,0,0,0
9475,533,296,182,0,0,0
619,4562,55,41,0,0,0
882,4055,471,93,0,0,0
8988,3679,15,4,1,0,0
3642,4087,139,51,0,1,0
1296,761,65,149,1,0,0
8436,890,445,43,1,1,0
2895,2355,146,114,1,1,0
6593,1955,157,186,0,0,0
929,2971,399,152,0,0,0
5366,1672,471,126,0,1,0
8711,2836,396,115,1,0,0
3212,4927,68,148,1,1,0
2409,4939,22,191,1,0,0
8199,3644,189,67,1,0,0
3423,2297,247,46,0,0,0
6976,4061,485,126,1,1,0
7594,3166,414,34,0,0,0
5158,1319,308,6,1,0,0
3667,183,375,183,0,1,0
5973,1283,144,115,1,1,0
6236,2846,383,51,0,1,0
8277,2233,304,109,1,0,0
2468,4088,176,45,0,1,0
6217,1432,194,136,0,1,0
3619,3140,409,185,0,1,0
1636,1796,12,22,1,0,0
8155,4722,363,130,0,0,0
3583,2055,165,126,0,0,0
4009,3336,149,188,0,1,0
3326,782,340,8,0,0,0
8148,1507,412,52,0,0,0
2217,4870,44,195,1,1,0
4967,3854,173,176,0,0,0
2369,676,166,197,1,0,0
3638,1830,196,47,0,1,0
9135,4090,205,122,1,1,0
5722,4306,81,81,1,1,0
4444,1360,67,108,1,1,0
7618,4585,96,6,1,1,0
3947,2686,166,98,1,1,0
1676,190,403,30,1,1,0
1196,842,76,101,0,1,0
2787,334,483,55,0,0,0
7432,1110,236,98,0,0,0
9653,578,195,188,0,0,0
7927,61,290,4,1,0,0
3318,386,135,29,1,0,0
8858,1169,307,21,1,1,0
6689,2200,295,144,0,1,0
2176,4714,376,137,0,1,0
3743,1683,368,198,1,0,0
8792,486,366,195,0,0,0
4422,3732,35,169,1,1,0
3824,540,389,26,1,1,0
9171,2060,247,126,0,0,0
2451,4246,253,134,1,0,0
628,1238,213,22,0,1,0
9821,990,251,74,0,0,0
7778,4467,69,116,0,0,0
3696,2299,233,135,0,1,0
3674,3907,483,7,1,1,0
3929,4288,328,100,1,0,0
2765,1080,15,4,1,1,0
4369,197,486,198,1,1,0
8307,2194,173,85,0,0,0
4956,1598,186,129,0,0,0
692,1600,293,178,1,1,0
3162,3692,224,193,0,0,0
1105,3865,273,11,0,1,0
3008,683,11,46,1,1,0
2161,3083,309,182,1,0,0
8345,3989,218,25,0,1,0
3699,332,430,101,1,0,0
3786,1771,0,119,0,0,0
9256,4200,398,172,0,0,0
4200,2721,110,189,1,0,0
1913,806,474,69,1,1,0
9408,1064,463,1,1,1,0
5520,888,276,25,0,1,0
1772,2923,128,13,1,0,0
2780,320,92,81,1,1,0
7423,3957,450,101,1,1,0
2871,2382,395,184,1,0,0
660,3231,379,31,0,0,0
6242,2311,411,61,1,1,0
1132,3601,38,114,0,1,0
699,1500,420,29,1,0,0
7470,1568,478,140,1,0,0
6297,3281,315,167,1,0,0
7812,1519,158,30,0,1,0
4557,1918,185,36,1,1,0
2179,4089,480,172,1,0,0
9065,1865,352,101,1,0,0
8275,1405,255,127,0,1,0
1422,2723,238,85,1,0,0
3180,4,103,58,1,0,0
4316,1168,394,27,0,0,0
6696,2398,365,121,0,1,0
9583,2630,28,60,0,1,0
614,347,88,146,0,0,0
4570,4220,374,170,1,1,0
270,1813,396,186,1,0,0
2468,3342,50,15,0,1,0
9582,2574,363,68,0,1,0
3607,3825,437,43,0,0,0
3075,4593,146,112,0,0,0
289,52,313,193,1,1,0
8120,148,35,137,0,1,0
6614,502,283,174,0,0,0
3252,869,451,18,1,0,0
7415,3521,386,83,1,0,0
6771,4314,485,92,0,0,0
278,3871,100,178,0,0,0
580,1300,106,140,0,1,0
4958,2499,344,190,1,0,0
8445,4033,424,143,1,0,0
4276,3289,290,180,1,0,0
7997,4833,348,162,0,1,0
4776,3853,104,99,0,1,0
824,2451,220,186,1,1,0
3832,4385,75,38,1,0,0
8891,338,226,66,1,0,0
5445,2824,83,72,0,1,0
1380,1693,464,188,1,1,0
9865,986,75,49,1,0,0
6534,3490,248,52,1,1,0
3156,2733,254,45,0,1,0
4307,3767,49,51,1,0,0
5634,4076,355,123,0,1,0
8575,2006,457,156,0,0,0
5810,3107,209,4,0,1,0
8533,4468,157,194,1,1,0
5934,3330,327,73,0,0,0
3109,3041,232,94,1,1,0
4082,530,370,74,0,0,0
3240,923,76,167,0,1,0
6028,4118,222,199,0,1,0
1849,240,120,115,1,0,0
8497,1896,453,129,1,0,0
2749,3324,309,67,1,1,0
6680,813,326,189,1,0,0
9327,4750,340,79,0,0,0
205,782,357,185,0,0,0
7352,4055,106,104,0,0,0
4591,7,240,68,0,1,0
3450,3773,434,185,0,1,0
7214,4670,27,162,1,0,0
3811,3139,191,141,0,1,0
5141,3789,248,142,1,1,0
8501,4051,363,133,1,1,0
2708,517,212,15,1,1,0
1991,3190,20,86,0,1,0
8463,3102,471,123,1,1,0
3273,4578,154,173,1,0,0
4538,2716,26,190,1,1,0
8712,578,76,139,1,1,0
9168,4482,305,40,0,0,0
3722,4507,412,118,0,0,0
3551,1865,422,18,0,1,0
2832,1376,56,75,1,1,0
5679,2938,118,108,1,1,0
6579,905,475,118,0,1,0
152,964,164,112,0,0,0
5754,1976,476,1,1,0,0
2800,4759,63,19,1,0,0
5310,4920,47,118,0,0,0
9944,1887,149,94,0,0,0
2610,2447,483,136,1,0,0
1104,991,157,20,0,1,0
7361,3556,155,7,0,1,0
4199,3959,150,166,1,1,0
3854,3604,224,164,0,0,0
7263,1083,259,28,0,1,0
1914,434,386,34,1,0,0
7365,20,255,37,0,0,0
3072,2922,60,89,1,1,0
9198,1925,351,162,0,1,0
406,1472,259,67,0,1,0
166,1099,320,130,1,1,0
508,2637,395,108,0,0,0
1661,389,396,110,0,1,0
3664,3413,161,11,1,0,0
3489,2615,379,31,1,0,0
680,1354,442,174,0,1,0
2524,4521,348,62,0,0,0
2120,5,456,153,0,1,0
5260,190,30,42,1,0,0
4357,147,70,106,0,0,0
1363,4500,396,171,0,0,0
9523,4353,437,37,1,1,0
2292,3550,1,28,1,1,0
1538,4919,416,54,1,1,0
3408,4105,49,51,1,1,0
7742,1110,134,114,0,0,0
8752,3833,145,18,0,1,0
9291,4933,178,34,0,0,0
1903,624,263,47,1,1,0
174,4125,310,109,0,0,0
2230,2175,203,187,0,0,0
4287,3149,298,30,0,0,0
4160,1078,186,2,1,0,0
7106,3551,29,162,0,0,0
9689,2352,58,87,0,0,0
3171,545,8,51,1,1,0
1567,1195,475,70,0,0,0
1151,2069,323,50,1,1,0
7619,3358,166,55,1,1,0
6033,2438,336,98,0,1,0
8560,616,394,20,1,0,0
4946,4244,378,128,1,0,0
8234,3343,385,107,1,0,0
1907,1811,278,52,0,0,0
3490,171,190,5,1,0,0
2535,4142,241,81,0,1,0
4173,625,277,189,0,0,0
1293,4063,444,78,1,1,0
4769,2254,153,46,1,0,0
4796,452,395,95,0,0,0
6871,1418,159,105,1,1,0
2972,753,264,177,0,1,0
3922,3372,234,81,0,0,0
4997,2723,452,30,1,0,0
7032,3010,345,191,1,1,0
992,2911,198,156,1,0,0
8112,1225,476,142,1,0,0
5287,167,32,57,1,0,0
2240,3685,407,22,1,0,0
1476,85,88,165,1,0,0
6426,1677,94,40,1,0,0
389,1982,220,14,1,1,0
999,4944,68,86,1,0,0
1855,1486,293,2,0,1,0
8125,441,236,0,1,0,0
8850,270,394,74,1,1,0
2763,343,159,138,1,0,0
3663,1206,319,187,0,1,0
4986,3081,327,192,1,1,0
1481,1257,275,75,1,0,0
7256,2291,289,3,1,1,0
3731,1532,366,24,1,1,0
7262,3422,41,199,1,0,0
451,4362,391,170,0,0,0
9729,1653,65,93,1,1,0
3093,4988,20,167,1,0,0
882,238,334,95,0,1,0
4408,914,69,107,0,0,0
4068,1438,260,98,0,1,0
3277,3016,245,94,1,1,0
8566,1460,322,99,1,1,0
7951,3079,234,90,0,1,0
4690,2258,426,43,1,0,0
4595,366,271,199,1,1,0
4559,2991,98,186,1,0,0
7291,3741,328,127,1,0,0
8160,85,34,22,1,1,0
112,2493,338,189,0,1,0
5131,4715,170,22,0,1,0
3197,131,109,185,0,1,0
139,903,481,54,1,0,0
1424,3456,294,160,0,1,0
2949,1221,9,76,1,1,0
3168,1763,201,62,0,0,0
8708,2804,403,102,0,0,0
6043,1226,256,59,0,1,0
6989,1284,261,188,0,1,0
7236,689,180,79,1,1,0
6261,4782,429,188,0,1,0
887,4881,65,94,0,1,0
3104,4435,293,68,0,1,0
49,4507,160,113,1,1,1
3951,1996,66,103,0,1,0
3560,4381,99,107,0,1,0
18,1109,76,88,0,1,1
4821,4945,34,20,0,0,0
6340,429,462,130,0,0,0
8058,4126,44,175,1,1,0
9665,3781,149,9,0,1,0
2606,602,490,86,1,1,0
7846,439,67,169,1,1,0
8643,984,253,193,0,1,0
6432,1918,16,90,0,0,0
3765,4507,260,173,1,1,0
2438,527,212,136,0,0,0
9741,4405,312,122,0,1,0
6358,2996,255,176,1,1,0
8319,3467,215,3,0,1,0
5941,1361,350,187,1,1,0
7644,703,423,89,1,1,0
4855,662,285,95,0,1,0
6547,364,425,28,0,1,0
7196,922,6,85,1,1,0
5911,3856,496,46,1,0,0
6481,175,379,76,0,1,0
2761,935,198,86,1,1,0
4456,381,90,190,1,1,0
9607,305,471,30,0,1,0
6361,4697,146,50,0,1,0
5693,2390,424,168,1,0,0
5788,2203,417,35,0,1,0
201,4807,149,167,1,0,0
6160,1465,51,94,1,0,0
517,3271,242,187,0,1,0
7737,402,218,14,1,0,0
9533,4709,5,77,1,1,0
1988,2670,457,157,1,0,0
3802,1801,108,157,0,1,0
5808,2650,350,154,0,0,0
7162,176,408,39,1,1,0
6241,4544,65,44,1,0,0
8399,742,9,174,1,0,0
5633,2348,201,89,0,1,0
5755,4402,281,55,1,0,0
6309,750,388,53,0,0,0
4117,868,213,84,1,0,0
8345,4062,67,8,1,0,0
1518,3967,246,117,0,1,0
6163,213,353,64,0,0,0
2600,1617,326,107,0,1,0
2195,2530,49,197,1,1,0
3554,3333,16,128,1,0,0
2849,1597,10,140,0,0,0
1742,511,308,37,0,1,0
1306,252,305,172,1,1,0
3849,4133,391,104,1,1,0
7519,628,475,39,0,0,0
4195,3476,123,142,1,0,0
5178,986,491,177,0,0,0
2555,1725,224,129,1,1,0
2305,2093,243,180,0,0,0
7619,1701,317,153,1,1,0
9280,304,472,193,1,1,0
2642,4078,468,74,1,1,0
9369,2280,331,32,0,1,0
6409,4340,378,84,0,1,0
4757,2807,345,58,0,0,0
2994,2886,28,94,1,1,0
8751,3454,357,25,1,0,0
1271,1024,482,102,0,1,0
1813,4312,356,20,1,0,0
8801,2975,365,176,0,0,0
2461,506,427,79,1,1,0
4120,4856,364,70,1,0,0
6124,2951,428,198,1,0,0
8475,1053,284,65,0,1,0
4396,2674,496,36,0,1,0
9283,2567,471,13,0,1,0
816,1904,58,199,1,0,0
7304,4370,142,107,1,0,0
7331,4587,325,134,1,0,0
82,4922,351,165,1,1,1
1920,2894,299,172,0,0,0
7817,1100,225,149,0,1,0
2093,3661,163,171,1,1,0
7071,1636,83,80,0,0,0
7967,1455,376,79,1,0,0
8367,3613,312,102,1,1,0
5285,38,116,34,0,1,0
4937,3084,319,101,0,0,0
369,4239,203,187,0,1,0
1818,2731,354,130,1,1,0
2101,2415,496,117,1,0,0
3490,758,293,194,1,1,0
1779,4342,144,199,0,0,0
7674,3116,26,94,0,0,0
1364,764,16,54,0,0,0
7294,2422,62,8,0,1,0
3676,1314,266,68,0,0,0
2426,4302,63,27,0,0,0
8264,3995,38,142,0,0,0
8089,4029,129,112,1,0,0
2962,3693,114,30,0,0,0
859,3185,449,58,0,0,0
4138,2866,437,81,1,1,0
2424,1317,412,53,1,1,0
9256,700,44,195,0,1,0
4017,4383,215,174,1,1,0
8560,2201,87,41,0,0,0
8342,1593,335,22,0,1,0
1134,3987,414,108,0,1,0
5166,4945,176,85,1,1,0
5119,4145,490,64,1,0,0
5694,1230,264,88,0,0,0
6136,2612,410,53,1,0,0
5485,3137,439,117,0,1,0
4164,1908,104,104,0,0,0
2346,1790,380,10,1,0,0
5039,2928,333,62,1,0,0
4897,1088,300,21,1,1,0
8252,2381,472,181,0,0,0
5041,4127,170,116,1,1,0
3901,4963,107,163,1,1,0
1337,2945,405,57,1,0,0
1184,3569,354,19,0,0,0
4426,1165,160,143,0,0,0
1551,600,282,183,0,0,0
1629,2025,39,92,0,1,0
9519,1584,25,49,0,1,0
1526,987,82,89,1,1,0
9865,1965,172,103,1,1,0
1361,1439,486,193,0,0,0
9765,4615,172,126,1,1,0
4370,868,281,112,0,1,0
5283,2063,69,73,0,0,0
7610,1129,322,12,0,1,0
1993,4378,5,14,0,0,0
869,4456,283,72,0,0,0
1014,3729,194,26,0,0,0
602,1934,12,135,1,1,0
690,1076,62,197,1,0,0
8685,1639,12,177,1,0,0
489,1392,248,87,1,0,0
6864,30,204,194,1,1,0
7240,703,384,153,1,1,0
7786,868,252,35,0,0,0
8024,232,39,148,0,1,0
294,950,164,51,0,1,0
5488,58,30,138,0,1,0
4027,2818,499,7,1,1,0
2912,3600,16,56,0,1,0
9909,3149,136,109,1,0,0
4744,301,364,173,1,1,0
1873,2850,319,129,1,1,0
3258,2944,312,63,1,1,0
2817,1923,396,179,1,1,0
8636,316,164,192,1,0,0
3641,1888,397,10,0,0,0
4458,2715,458,133,0,1,0
5307,4785,280,95,0,0,0
8933,1881,222,75,0,1,0
2041,3898,121,63,0,1,0
679,4113,77,100,0,0,0
5738,1178,312,92,0,0,0
5668,3855,326,182,1,1,0
9550,4873,87,43,1,1,0
7697,4455,112,141,0,0,0
8033,331,99,82,0,1,0
62,527,425,132,1,1,0
7829,2059,425,98,0,0,0
7352,1098,302,24,1,0,0
6915,211,371,177,0,0,0
8326,1714,427,101,1,1,0
3644,2688,424,72,1,1,0
4970,2330,386,121,0,0,0
8003,3266,238,70,0,0,0
3278,1032,491,116,1,1,0
7296,1332,345,81,0,1,0
9014,1840,110,129,0,1,0
3074,4686,89,115,1,0,0
8312,2138,384,9,1,0,0
7552,4551,462,129,0,1,0
1637,4091,138,59,0,1,0
5103,443,484,44,1,1,0
9116,4174,134,135,1,1,0
644,1498,11,185,1,0,0
2032,926,243,118,0,0,0
2761,622,421,6,1,0,0
2068,1479,181,71,0,0,0
241,3037,194,20,1,0,0
2668,3385,361,96,0,1,0
802,3318,121,46,0,0,0
5059,233,52,0,1,0,0
195,1617,473,139,0,0,0
2187,2691,477,175,1,1,0
2330,2030,415,127,0,1,0
4841,386,355,93,0,0,0
3606,1634,172,131,0,0,0
8468,4133,178,33,1,0,0
60,1184,292,86,1,0,1
3927,1967,374,31,0,1,0
6296,240,58,2,1,0,0
2591,561,53,67,0,0,0
8758,1999,401,56,1,0,0
9763,4901,256,113,1,0,0
6121,1929,244,151,0,1,0
1200,4900,148,32,0,0,0
2854,2779,283,130,0,0,0
7024,1675,367,131,1,0,0
9428,2515,15,29,0,0,0
6972,1677,175,69,0,0,0
136,4141,27,48,1,1,0
1029,3746,405,29,1,1,0
2594,3356,466,199,0,0,0
7206,1651,367,81,0,1,0
661,4177,128,143,1,0,0
2472,3841,222,180,1,0,0
86,2441,371,133,1,0,1
6219,4885,243,23,1,0,0
8143,594,425,114,0,0,0
6968,2612,353,91,0,0,0
2773,4096,237,155,1,1,0
1700,1496,231,20,0,0,0
2700,3555,325,7,0,1,0
6815,4861,91,35,0,1,0
1647,4766,2,123,1,1,0
6038,3358,478,8,0,0,0
5164,1601,463,39,1,0,0
5520,914,80,178,0,0,0
3687,1844,43,128,1,0,0
596,1995,154,190,1,0,0
4545,94,434,116,1,1,0
8676,492,23,67,0,1,0
8837,3069,403,153,0,0,0
4757,149,415,167,0,1,0
4384,1046,98,2,0,1,0
8912,2803,396,107,0,0,0
